Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Demand Forecast,Holiday/Promotion
2022-02-19,S003,P0010,Furniture,North,295,194,213.07,1
2022-02-19,S003,P0011,Furniture,South,406,43,62.68,1
2022-02-19,S003,P0012,Toys,East,174,114,120.31,1
2022-02-19,S003,P0013,Groceries,West,177,69,82.37,0
2022-02-19,S003,P0014,Groceries,South,287,6,0.99,1
2022-02-19,S003,P0015,Electronics,West,148,18,31.51,0
2022-02-19,S003,P0016,Clothing,East,376,72,74.88,0
2022-02-19,S003,P0017,Toys,West,401,28,22.27,0
2022-02-19,S003,P0018,Furniture,East,495,31,38.74,0
2022-02-19,S003,P0019,Toys,North,377,50,49.97,0
2022-02-19,S003,P0020,Electronics,East,134,28,36.22,0
2022-02-19,S004,P0001,Clothing,North,347,337,356.7,0
2022-02-19,S004,P0002,Clothing,South,58,14,31.65,0
2022-02-19,S004,P0003,Clothing,East,88,29,36.54,0
2022-02-19,S004,P0004,Furniture,North,251,34,36.02,1
2022-02-19,S004,P0005,Groceries,East,464,293,293.94,0
2022-02-19,S004,P0006,Electronics,South,76,22,22.99,1
2022-02-19,S004,P0007,Clothing,West,332,218,216.23,0
2022-02-19,S004,P0008,Furniture,South,466,279,298.01,1
2022-02-19,S004,P0009,Groceries,North,102,16,20.47,0
2022-02-19,S004,P0010,Electronics,West,135,93,106.85,0
2022-02-19,S004,P0011,Groceries,West,141,71,72.36,0
2022-02-19,S004,P0012,Clothing,East,447,429,419.3,1
2022-02-19,S004,P0013,Furniture,East,339,261,276.53,1
2022-02-19,S004,P0014,Furniture,East,273,114,132.47,0
2022-02-19,S004,P0015,Toys,North,343,168,167.95,1
2022-02-19,S004,P0016,Groceries,East,66,37,31.3,1
2022-02-19,S004,P0017,Groceries,East,457,275,276.58,0
2022-02-19,S004,P0018,Electronics,North,220,159,157.99,1
2022-02-19,S004,P0019,Clothing,North,176,132,126.96,0
2022-02-19,S004,P0020,Clothing,South,457,75,73.56,0
2022-02-19,S005,P0001,Clothing,North,119,17,9.06,0
2022-02-19,S005,P0002,Toys,West,120,90,89.81,1
2022-02-19,S005,P0003,Clothing,East,317,301,306.42,1
2022-02-19,S005,P0004,Furniture,South,50,25,26.21,0
2022-02-19,S005,P0005,Furniture,West,260,188,198.84,0
2022-02-19,S005,P0006,Furniture,South,119,3,14.34,1
2022-02-19,S005,P0007,Furniture,North,158,52,50.38,1
2022-02-19,S005,P0008,Groceries,East,488,394,389.58,1
2022-02-19,S005,P0009,Furniture,North,395,248,239.5,1
2022-02-19,S005,P0010,Electronics,North,465,89,89.72,1
2022-02-19,S005,P0011,Electronics,West,260,157,162.82,1
2022-02-19,S005,P0012,Clothing,North,219,150,156.17,0
2022-02-19,S005,P0013,Electronics,North,431,96,92.83,0
2022-02-19,S005,P0014,Groceries,East,193,182,198.37,1
2022-02-19,S005,P0015,Furniture,North,72,45,41.6,0
2022-02-19,S005,P0016,Toys,North,160,68,83.96,1
2022-02-19,S005,P0017,Groceries,South,217,18,27.79,1
2022-02-19,S005,P0018,Toys,West,155,85,97.65,1
2022-02-19,S005,P0019,Clothing,South,449,221,222.52,1
2022-02-19,S005,P0020,Furniture,North,469,462,458.85,1
2022-02-20,S001,P0001,Toys,South,284,166,175.44,0
2022-02-20,S001,P0002,Clothing,North,355,308,305.75,0
2022-02-20,S001,P0003,Toys,North,331,234,241.86,1
2022-02-20,S001,P0004,Clothing,East,387,347,346.05,0
2022-02-20,S001,P0005,Furniture,West,290,138,135.8,0
2022-02-20,S001,P0006,Electronics,South,278,227,224.38,0
2022-02-20,S001,P0007,Clothing,West,243,40,36.63,1
2022-02-20,S001,P0008,Furniture,South,110,61,71.6,0
2022-02-20,S001,P0009,Groceries,North,377,114,107.78,0
2022-02-20,S001,P0010,Toys,South,74,35,50.42,1
2022-02-20,S001,P0011,Toys,South,315,7,-0.24,0
2022-02-20,S001,P0012,Electronics,South,364,31,28.64,1
2022-02-20,S001,P0013,Furniture,South,325,117,118.35,0
2022-02-20,S001,P0014,Groceries,East,93,28,19.11,0
2022-02-20,S001,P0015,Groceries,South,192,178,189.64,0
2022-02-20,S001,P0016,Clothing,East,177,139,133.46,0
2022-02-20,S001,P0017,Clothing,West,129,30,46.32,0
2022-02-20,S001,P0018,Electronics,West,432,51,52.11,0
2022-02-20,S001,P0019,Electronics,North,281,5,6.78,0
2022-02-20,S001,P0020,Electronics,South,227,165,181.87,1
2022-02-20,S002,P0001,Furniture,South,166,38,29.89,0
2022-02-20,S002,P0002,Toys,West,270,35,46.78,1
2022-02-20,S002,P0003,Toys,West,65,48,44.73,0
2022-02-20,S002,P0004,Furniture,South,420,419,425.96,0
2022-02-20,S002,P0005,Electronics,South,54,47,47.97,1
2022-02-20,S002,P0006,Furniture,West,281,226,245.27,0
2022-02-20,S002,P0007,Groceries,West,84,76,84.31,0
2022-02-20,S002,P0008,Groceries,West,208,37,52.55,0
2022-02-20,S002,P0009,Electronics,East,171,76,69.12,1
2022-02-20,S002,P0010,Clothing,South,481,65,65.36,1
2022-02-20,S002,P0011,Groceries,West,430,249,257.64,0
2022-02-20,S002,P0012,Groceries,South,491,87,85.58,1
2022-02-20,S002,P0013,Clothing,East,463,462,456.47,0
2022-02-20,S002,P0014,Clothing,South,287,72,64.19,0
2022-02-20,S002,P0015,Toys,North,448,236,250.32,1
2022-02-20,S002,P0016,Groceries,South,231,117,133.0,1
2022-02-20,S002,P0017,Toys,North,470,140,149.04,1
2022-02-20,S002,P0018,Furniture,North,144,27,45.5,1
2022-02-20,S002,P0019,Clothing,East,168,102,100.05,0
2022-02-20,S002,P0020,Toys,South,469,468,474.48,0
2022-02-20,S003,P0001,Clothing,North,127,13,3.58,0
2022-02-20,S003,P0002,Electronics,North,92,84,90.74,1
2022-02-20,S003,P0003,Toys,South,467,362,358.58,1
2022-02-20,S003,P0004,Furniture,North,384,302,319.62,0
2022-02-20,S003,P0005,Groceries,West,270,239,240.4,0
2022-02-20,S003,P0006,Furniture,East,177,25,16.11,0
2022-02-20,S003,P0007,Electronics,North,463,143,158.46,0
2022-02-20,S003,P0008,Furniture,South,304,153,171.07,1
2022-02-20,S003,P0009,Toys,West,237,120,118.4,1
2022-02-20,S003,P0010,Clothing,North,293,162,176.86,0
2022-02-20,S003,P0011,Furniture,West,52,30,47.69,0
2022-02-20,S003,P0012,Clothing,South,265,239,249.4,1
2022-02-20,S003,P0013,Toys,East,276,117,108.45,1
2022-02-20,S003,P0014,Clothing,North,120,48,67.76,1
2022-02-20,S003,P0015,Toys,North,249,215,231.66,0
2022-02-20,S003,P0016,Electronics,North,87,14,11.25,0
2022-02-20,S003,P0017,Clothing,South,236,134,143.22,0
2022-02-20,S003,P0018,Furniture,West,445,161,174.74,0
2022-02-20,S003,P0019,Clothing,North,351,245,259.61,1
2022-02-20,S003,P0020,Toys,North,213,64,64.01,0
2022-02-20,S004,P0001,Furniture,East,159,102,117.82,1
2022-02-20,S004,P0002,Groceries,West,225,96,115.93,1
2022-02-20,S004,P0003,Groceries,West,161,81,93.07,1
2022-02-20,S004,P0004,Groceries,South,125,76,82.99,1
2022-02-20,S004,P0005,Furniture,South,128,107,126.29,1
2022-02-20,S004,P0006,Electronics,North,287,143,148.62,1
2022-02-20,S004,P0007,Furniture,East,249,68,79.15,0
2022-02-20,S004,P0008,Toys,North,68,4,-1.68,0
2022-02-20,S004,P0009,Clothing,East,198,188,207.68,1
2022-02-20,S004,P0010,Groceries,East,466,270,279.64,0
2022-02-20,S004,P0011,Clothing,West,204,176,189.08,0
2022-02-20,S004,P0012,Furniture,West,53,30,41.12,0
2022-02-20,S004,P0013,Furniture,West,476,164,161.66,1
2022-02-20,S004,P0014,Clothing,South,280,130,121.29,0
2022-02-20,S004,P0015,Groceries,South,444,120,125.05,1
2022-02-20,S004,P0016,Electronics,East,329,112,123.8,0
2022-02-20,S004,P0017,Electronics,South,343,340,330.16,1
2022-02-20,S004,P0018,Electronics,East,149,62,72.83,1
2022-02-20,S004,P0019,Electronics,East,68,66,75.48,0
2022-02-20,S004,P0020,Toys,West,472,395,405.44,0
2022-02-20,S005,P0001,Groceries,East,154,1,12.79,1
2022-02-20,S005,P0002,Toys,South,410,68,78.72,0
2022-02-20,S005,P0003,Electronics,West,318,70,89.13,1
2022-02-20,S005,P0004,Clothing,South,257,65,76.84,1
2022-02-20,S005,P0005,Clothing,South,275,16,33.06,0
2022-02-20,S005,P0006,Furniture,South,98,75,81.6,1
2022-02-20,S005,P0007,Toys,East,200,16,13.05,1
2022-02-20,S005,P0008,Electronics,West,275,139,145.49,1
2022-02-20,S005,P0009,Groceries,South,415,208,204.05,0
2022-02-20,S005,P0010,Toys,South,111,91,89.58,0
2022-02-20,S005,P0011,Toys,South,453,191,193.64,1
2022-02-20,S005,P0012,Furniture,North,486,109,119.0,0
2022-02-20,S005,P0013,Clothing,West,263,218,232.28,0
2022-02-20,S005,P0014,Groceries,East,268,63,55.47,1
2022-02-20,S005,P0015,Groceries,North,309,91,103.32,0
2022-02-20,S005,P0016,Clothing,North,424,269,283.75,1
2022-02-20,S005,P0017,Groceries,South,416,414,418.42,1
2022-02-20,S005,P0018,Toys,West,258,143,146.48,1
2022-02-20,S005,P0019,Clothing,East,487,84,75.12,0
2022-02-20,S005,P0020,Groceries,South,475,157,159.02,0
2022-02-21,S001,P0001,Clothing,East,337,337,346.41,0
2022-02-21,S001,P0002,Electronics,South,238,173,188.22,0
2022-02-21,S001,P0003,Toys,South,136,114,110.12,0
2022-02-21,S001,P0004,Toys,South,209,46,38.73,0
2022-02-21,S001,P0005,Toys,South,181,26,21.71,0
2022-02-21,S001,P0006,Toys,East,403,327,346.15,1
2022-02-21,S001,P0007,Electronics,South,217,138,142.4,0
2022-02-21,S001,P0008,Electronics,West,113,71,81.72,1
2022-02-21,S001,P0009,Groceries,North,381,35,47.01,0
2022-02-21,S001,P0010,Furniture,East,176,24,16.29,0
2022-02-21,S001,P0011,Furniture,South,422,163,177.39,0
2022-02-21,S001,P0012,Toys,South,336,277,267.83,0
2022-02-21,S001,P0013,Clothing,South,242,186,176.47,1
2022-02-21,S001,P0014,Groceries,West,389,206,196.97,0
2022-02-21,S001,P0015,Furniture,East,436,299,314.79,0
2022-02-21,S001,P0016,Clothing,West,473,309,317.44,0
2022-02-21,S001,P0017,Groceries,North,204,69,82.74,0
2022-02-21,S001,P0018,Furniture,West,230,71,65.38,0
2022-02-21,S001,P0019,Furniture,North,275,121,123.98,1
2022-02-21,S001,P0020,Groceries,East,489,446,453.11,0
2022-02-21,S002,P0001,Electronics,West,240,86,84.46,0
2022-02-21,S002,P0002,Groceries,East,129,66,81.75,1
2022-02-21,S002,P0003,Clothing,East,274,109,99.56,1
2022-02-21,S002,P0004,Electronics,East,147,60,73.3,0
2022-02-21,S002,P0005,Toys,East,250,25,43.93,1
2022-02-21,S002,P0006,Furniture,North,124,47,45.97,0
2022-02-21,S002,P0007,Furniture,South,288,255,268.73,1
2022-02-21,S002,P0008,Clothing,South,418,35,29.36,1
2022-02-21,S002,P0009,Clothing,East,398,165,167.06,1
2022-02-21,S002,P0010,Electronics,North,325,195,200.88,1
2022-02-21,S002,P0011,Electronics,South,356,121,121.25,0
2022-02-21,S002,P0012,Groceries,South,51,1,-8.45,1
2022-02-21,S002,P0013,Groceries,South,329,85,89.17,1
2022-02-21,S002,P0014,Furniture,East,440,439,450.5,0
2022-02-21,S002,P0015,Groceries,North,52,5,16.52,1
2022-02-21,S002,P0016,Clothing,East,355,340,336.93,0
2022-02-21,S002,P0017,Groceries,West,126,49,58.24,1
2022-02-21,S002,P0018,Furniture,South,368,107,112.05,0
2022-02-21,S002,P0019,Groceries,East,346,66,62.42,1
2022-02-21,S002,P0020,Toys,North,222,69,62.8,0
2022-02-21,S003,P0001,Electronics,South,191,170,185.89,0
2022-02-21,S003,P0002,Clothing,South,499,12,9.12,0
2022-02-21,S003,P0003,Electronics,East,107,92,105.69,0
2022-02-21,S003,P0004,Groceries,East,308,162,179.83,1
2022-02-21,S003,P0005,Toys,South,357,291,286.24,0
2022-02-21,S003,P0006,Furniture,South,334,141,155.51,1
2022-02-21,S003,P0007,Electronics,South,178,12,11.83,0
2022-02-21,S003,P0008,Groceries,North,447,421,421.75,0
2022-02-21,S003,P0009,Clothing,North,238,3,-2.56,0
2022-02-21,S003,P0010,Electronics,North,114,45,44.08,0
2022-02-21,S003,P0011,Toys,South,130,121,116.46,0
2022-02-21,S003,P0012,Clothing,South,450,293,305.35,0
2022-02-21,S003,P0013,Toys,North,429,48,40.69,0
2022-02-21,S003,P0014,Groceries,West,232,32,31.74,1
2022-02-21,S003,P0015,Toys,East,291,34,46.41,1
2022-02-21,S003,P0016,Clothing,West,180,77,74.06,1
2022-02-21,S003,P0017,Furniture,North,286,110,122.07,1
2022-02-21,S003,P0018,Electronics,South,259,235,235.94,1
2022-02-21,S003,P0019,Groceries,East,236,50,53.24,0
2022-02-21,S003,P0020,Toys,East,224,52,65.38,0
2022-02-21,S004,P0001,Toys,North,266,256,247.47,0
2022-02-21,S004,P0002,Toys,East,181,0,18.22,0
2022-02-21,S004,P0003,Clothing,East,75,73,80.32,0
2022-02-21,S004,P0004,Electronics,East,467,147,157.71,1
2022-02-21,S004,P0005,Furniture,North,239,78,75.02,1
2022-02-21,S004,P0006,Groceries,South,271,53,54.6,0
2022-02-21,S004,P0007,Clothing,North,499,386,389.22,1
2022-02-21,S004,P0008,Electronics,South,222,159,149.03,0
2022-02-21,S004,P0009,Furniture,West,154,7,18.17,1
2022-02-21,S004,P0010,Groceries,South,327,120,128.37,1
2022-02-21,S004,P0011,Furniture,North,322,104,114.72,1
2022-02-21,S004,P0012,Clothing,West,396,100,101.24,1
2022-02-21,S004,P0013,Clothing,North,231,199,207.15,0
2022-02-21,S004,P0014,Furniture,West,227,183,179.99,1
2022-02-21,S004,P0015,Clothing,North,92,9,24.64,0
2022-02-21,S004,P0016,Electronics,West,379,348,350.96,1
2022-02-21,S004,P0017,Furniture,West,139,16,11.6,0
2022-02-21,S004,P0018,Electronics,West,71,6,11.14,1
2022-02-21,S004,P0019,Toys,East,134,21,34.2,1
2022-02-21,S004,P0020,Toys,North,250,165,179.72,0
2022-02-21,S005,P0001,Furniture,North,181,0,6.61,0
2022-02-21,S005,P0002,Toys,East,200,186,188.94,1
2022-02-21,S005,P0003,Toys,West,470,232,230.88,1
2022-02-21,S005,P0004,Furniture,West,376,150,146.96,0
2022-02-21,S005,P0005,Groceries,North,438,130,127.58,0
2022-02-21,S005,P0006,Furniture,North,381,16,11.94,1
2022-02-21,S005,P0007,Electronics,West,295,224,243.68,0
2022-02-21,S005,P0008,Furniture,South,215,54,46.07,1
2022-02-21,S005,P0009,Groceries,North,305,118,130.75,0
2022-02-21,S005,P0010,Furniture,East,266,124,131.32,1
2022-02-21,S005,P0011,Electronics,West,430,90,109.98,1
2022-02-21,S005,P0012,Electronics,South,131,28,46.3,0
2022-02-21,S005,P0013,Clothing,North,89,84,88.64,0
2022-02-21,S005,P0014,Electronics,South,490,96,107.17,0
2022-02-21,S005,P0015,Toys,West,326,173,185.88,0
2022-02-21,S005,P0016,Clothing,East,460,8,11.26,1
2022-02-21,S005,P0017,Electronics,East,182,113,130.19,0
2022-02-21,S005,P0018,Furniture,West,225,5,11.24,1
2022-02-21,S005,P0019,Electronics,East,293,231,240.15,1
2022-02-21,S005,P0020,Clothing,East,298,140,146.33,0
2022-02-22,S001,P0001,Furniture,East,467,191,194.7,1
2022-02-22,S001,P0002,Furniture,East,204,69,88.78,1
2022-02-22,S001,P0003,Groceries,North,471,173,177.35,0
2022-02-22,S001,P0004,Groceries,West,204,178,173.37,1
2022-02-22,S001,P0005,Clothing,North,285,105,111.21,0
2022-02-22,S001,P0006,Furniture,North,426,171,163.19,0
2022-02-22,S001,P0007,Electronics,South,178,125,130.42,1
2022-02-22,S001,P0008,Toys,South,267,6,7.3,1
2022-02-22,S001,P0009,Toys,East,371,312,331.07,0
2022-02-22,S001,P0010,Clothing,South,142,44,41.81,0
2022-02-22,S001,P0011,Clothing,North,458,431,430.27,0
2022-02-22,S001,P0012,Clothing,East,132,11,19.91,1
2022-02-22,S001,P0013,Toys,East,441,103,119.8,1
2022-02-22,S001,P0014,Electronics,East,432,263,266.7,1
2022-02-22,S001,P0015,Electronics,North,357,86,80.0,1
2022-02-22,S001,P0016,Furniture,North,203,103,118.6,0
2022-02-22,S001,P0017,Furniture,West,86,10,18.33,1
2022-02-22,S001,P0018,Furniture,South,389,5,15.82,0
2022-02-22,S001,P0019,Clothing,South,97,93,90.14,0
2022-02-22,S001,P0020,Furniture,North,64,18,13.85,0
2022-02-22,S002,P0001,Clothing,East,140,126,138.88,0
2022-02-22,S002,P0002,Clothing,West,463,373,363.88,0
2022-02-22,S002,P0003,Toys,West,275,224,239.62,1
2022-02-22,S002,P0004,Electronics,West,214,179,178.92,1
2022-02-22,S002,P0005,Electronics,North,360,76,72.14,1
2022-02-22,S002,P0006,Furniture,West,245,96,88.68,1
2022-02-22,S002,P0007,Furniture,East,442,431,434.6,1
2022-02-22,S002,P0008,Furniture,East,62,38,57.09,1
2022-02-22,S002,P0009,Furniture,West,478,82,82.3,0
2022-02-22,S002,P0010,Clothing,North,334,80,76.49,1
2022-02-22,S002,P0011,Groceries,East,266,87,80.9,1
2022-02-22,S002,P0012,Furniture,West,188,133,145.95,0
2022-02-22,S002,P0013,Clothing,North,440,402,416.08,1
2022-02-22,S002,P0014,Toys,East,411,193,190.76,1
2022-02-22,S002,P0015,Toys,East,178,163,170.88,0
2022-02-22,S002,P0016,Clothing,West,326,277,278.84,0
2022-02-22,S002,P0017,Toys,North,317,274,291.73,1
2022-02-22,S002,P0018,Toys,North,230,143,148.61,0
2022-02-22,S002,P0019,Clothing,West,407,403,416.09,1
2022-02-22,S002,P0020,Clothing,West,250,26,32.26,1
2022-02-22,S003,P0001,Electronics,North,256,83,87.01,0
2022-02-22,S003,P0002,Groceries,East,422,187,198.37,1
2022-02-22,S003,P0003,Furniture,South,453,14,15.01,0
2022-02-22,S003,P0004,Furniture,West,483,148,145.5,1
2022-02-22,S003,P0005,Toys,North,341,177,192.72,0
2022-02-22,S003,P0006,Clothing,South,486,455,459.04,0
2022-02-22,S003,P0007,Electronics,South,326,221,224.12,0
2022-02-22,S003,P0008,Electronics,West,393,355,358.34,1
2022-02-22,S003,P0009,Clothing,North,210,59,56.0,0
2022-02-22,S003,P0010,Electronics,North,464,304,304.49,0
2022-02-22,S003,P0011,Toys,South,368,47,40.45,1
2022-02-22,S003,P0012,Electronics,South,166,62,55.77,0
2022-02-22,S003,P0013,Furniture,South,156,133,125.82,0
2022-02-22,S003,P0014,Furniture,West,336,314,323.69,0
2022-02-22,S003,P0015,Electronics,North,145,0,-3.48,0
2022-02-22,S003,P0016,Groceries,North,142,58,70.59,1
2022-02-22,S003,P0017,Electronics,North,247,35,53.97,0
2022-02-22,S003,P0018,Clothing,North,375,327,329.01,1
2022-02-22,S003,P0019,Groceries,West,94,56,60.19,1
2022-02-22,S003,P0020,Clothing,West,163,2,1.57,1
2022-02-22,S004,P0001,Toys,East,448,143,144.44,1
2022-02-22,S004,P0002,Furniture,South,197,145,152.7,0
2022-02-22,S004,P0003,Furniture,North,110,64,58.06,1
2022-02-22,S004,P0004,Clothing,North,335,107,106.55,1
2022-02-22,S004,P0005,Clothing,West,288,97,106.59,1
2022-02-22,S004,P0006,Furniture,North,148,106,117.79,0
2022-02-22,S004,P0007,Clothing,West,146,5,21.21,0
2022-02-22,S004,P0008,Furniture,East,75,39,55.41,0
2022-02-22,S004,P0009,Groceries,South,309,42,42.16,1
2022-02-22,S004,P0010,Groceries,North,443,163,164.34,0
2022-02-22,S004,P0011,Furniture,South,281,131,130.81,0
2022-02-22,S004,P0012,Groceries,North,465,137,129.99,0
2022-02-22,S004,P0013,Furniture,East,428,228,224.1,1
2022-02-22,S004,P0014,Electronics,West,127,24,30.29,1
2022-02-22,S004,P0015,Toys,West,67,15,13.82,1
2022-02-22,S004,P0016,Furniture,West,483,381,395.75,1
2022-02-22,S004,P0017,Clothing,South,442,174,189.45,0
2022-02-22,S004,P0018,Electronics,East,352,213,230.19,1
2022-02-22,S004,P0019,Furniture,West,63,58,61.25,0
2022-02-22,S004,P0020,Toys,West,435,255,269.4,0
2022-02-22,S005,P0001,Clothing,South,131,83,79.79,1
2022-02-22,S005,P0002,Groceries,West,251,130,128.75,1
2022-02-22,S005,P0003,Clothing,North,344,74,76.52,0
2022-02-22,S005,P0004,Groceries,East,306,210,217.29,0
2022-02-22,S005,P0005,Electronics,West,109,11,10.09,1
2022-02-22,S005,P0006,Furniture,North,62,12,30.68,0
2022-02-22,S005,P0007,Clothing,West,121,60,68.33,1
2022-02-22,S005,P0008,Electronics,East,160,134,134.91,1
2022-02-22,S005,P0009,Groceries,North,402,32,33.09,1
2022-02-22,S005,P0010,Furniture,North,323,312,326.82,1
2022-02-22,S005,P0011,Groceries,West,328,19,21.82,0
2022-02-22,S005,P0012,Furniture,West,355,239,240.67,0
2022-02-22,S005,P0013,Groceries,South,206,131,140.64,0
2022-02-22,S005,P0014,Toys,South,102,48,49.52,1
2022-02-22,S005,P0015,Electronics,East,400,133,143.45,0
2022-02-22,S005,P0016,Groceries,North,155,41,56.29,0
2022-02-22,S005,P0017,Toys,West,406,369,369.03,1
2022-02-22,S005,P0018,Groceries,South,413,234,232.4,0
2022-02-22,S005,P0019,Groceries,South,232,210,207.2,0
2022-02-22,S005,P0020,Electronics,South,243,168,173.77,1
2022-02-23,S001,P0001,Groceries,West,152,129,134.64,0
2022-02-23,S001,P0002,Groceries,North,180,139,132.94,1
2022-02-23,S001,P0003,Toys,East,298,169,183.32,0
2022-02-23,S001,P0004,Clothing,East,338,311,306.77,1
2022-02-23,S001,P0005,Furniture,North,339,253,269.95,0
2022-02-23,S001,P0006,Clothing,South,81,44,60.67,0
2022-02-23,S001,P0007,Groceries,East,322,13,3.77,1
2022-02-23,S001,P0008,Clothing,South,265,154,152.84,0
2022-02-23,S001,P0009,Clothing,East,383,369,360.44,0
2022-02-23,S001,P0010,Toys,North,500,271,272.89,1
2022-02-23,S001,P0011,Furniture,South,216,120,128.81,0
2022-02-23,S001,P0012,Electronics,East,240,86,102.72,1
2022-02-23,S001,P0013,Furniture,North,296,213,206.97,0
2022-02-23,S001,P0014,Clothing,North,320,93,109.94,0
2022-02-23,S001,P0015,Toys,South,183,155,172.85,1
2022-02-23,S001,P0016,Electronics,South,169,158,172.96,0
2022-02-23,S001,P0017,Groceries,East,400,142,157.28,1
2022-02-23,S001,P0018,Clothing,North,497,485,477.2,0
2022-02-23,S001,P0019,Clothing,North,375,121,119.43,0
2022-02-23,S001,P0020,Groceries,North,133,73,90.07,0
2022-02-23,S002,P0001,Groceries,West,379,87,98.07,1
2022-02-23,S002,P0002,Toys,South,177,177,187.32,1
2022-02-23,S002,P0003,Electronics,West,371,189,201.95,1
2022-02-23,S002,P0004,Furniture,West,357,210,206.4,0
2022-02-23,S002,P0005,Groceries,North,325,151,142.52,0
2022-02-23,S002,P0006,Furniture,East,468,67,74.69,0
2022-02-23,S002,P0007,Groceries,West,499,69,80.82,0
2022-02-23,S002,P0008,Groceries,West,104,95,107.73,1
2022-02-23,S002,P0009,Electronics,East,131,73,76.12,0
2022-02-23,S002,P0010,Furniture,South,203,49,60.1,0
2022-02-23,S002,P0011,Furniture,North,73,48,57.35,1
2022-02-23,S002,P0012,Furniture,South,153,120,119.36,0
2022-02-23,S002,P0013,Toys,North,195,147,161.14,0
2022-02-23,S002,P0014,Furniture,West,232,96,99.26,1
2022-02-23,S002,P0015,Clothing,North,399,16,15.7,1
2022-02-23,S002,P0016,Groceries,South,455,99,112.92,0
2022-02-23,S002,P0017,Clothing,South,131,47,60.8,1
2022-02-23,S002,P0018,Groceries,North,174,103,105.94,1
2022-02-23,S002,P0019,Clothing,North,189,176,192.28,0
2022-02-23,S002,P0020,Electronics,West,293,235,231.77,0
2022-02-23,S003,P0001,Furniture,North,256,171,167.27,1
2022-02-23,S003,P0002,Furniture,East,363,338,344.09,0
2022-02-23,S003,P0003,Groceries,West,58,51,61.68,1
2022-02-23,S003,P0004,Toys,North,290,116,109.17,1
2022-02-23,S003,P0005,Clothing,East,275,170,187.41,1
2022-02-23,S003,P0006,Groceries,West,246,211,215.67,0
2022-02-23,S003,P0007,Toys,South,408,370,362.79,1
2022-02-23,S003,P0008,Groceries,West,177,21,38.32,1
2022-02-23,S003,P0009,Clothing,East,119,78,94.05,1
2022-02-23,S003,P0010,Clothing,East,393,120,128.72,0
2022-02-23,S003,P0011,Furniture,North,122,56,65.41,0
2022-02-23,S003,P0012,Clothing,West,496,104,122.98,0
2022-02-23,S003,P0013,Clothing,East,229,40,54.5,0
2022-02-23,S003,P0014,Furniture,South,79,64,78.9,1
2022-02-23,S003,P0015,Groceries,West,143,38,34.25,0
2022-02-23,S003,P0016,Electronics,South,149,12,13.28,0
2022-02-23,S003,P0017,Groceries,North,89,63,67.94,1
2022-02-23,S003,P0018,Toys,West,318,102,110.48,0
2022-02-23,S003,P0019,Toys,North,314,174,172.3,1
2022-02-23,S003,P0020,Groceries,North,83,40,41.01,0
2022-02-23,S004,P0001,Clothing,North,54,54,50.47,1
2022-02-23,S004,P0002,Toys,West,333,169,179.13,0
2022-02-23,S004,P0003,Clothing,West,439,285,277.77,0
2022-02-23,S004,P0004,Electronics,East,458,61,64.63,1
2022-02-23,S004,P0005,Electronics,East,443,80,73.36,1
2022-02-23,S004,P0006,Toys,North,281,3,18.53,0
2022-02-23,S004,P0007,Furniture,East,142,98,89.15,0
2022-02-23,S004,P0008,Groceries,South,475,149,151.58,0
2022-02-23,S004,P0009,Clothing,North,487,56,49.3,1
2022-02-23,S004,P0010,Groceries,East,429,31,46.35,0
2022-02-23,S004,P0011,Electronics,North,129,96,90.98,0
2022-02-23,S004,P0012,Electronics,East,91,23,40.87,0
2022-02-23,S004,P0013,Electronics,South,64,14,9.11,1
2022-02-23,S004,P0014,Groceries,East,250,131,121.35,1
2022-02-23,S004,P0015,Furniture,West,459,371,376.01,1
2022-02-23,S004,P0016,Toys,North,104,73,80.53,1
2022-02-23,S004,P0017,Electronics,West,248,145,138.95,1
2022-02-23,S004,P0018,Furniture,West,335,319,329.33,1
2022-02-23,S004,P0019,Toys,East,391,391,406.99,0
2022-02-23,S004,P0020,Clothing,West,262,181,180.59,0
2022-02-23,S005,P0001,Electronics,North,276,83,77.08,0
2022-02-23,S005,P0002,Clothing,West,413,18,15.26,0
2022-02-23,S005,P0003,Furniture,West,327,72,87.21,0
2022-02-23,S005,P0004,Groceries,South,202,192,205.65,0
2022-02-23,S005,P0005,Clothing,West,425,69,59.44,0
2022-02-23,S005,P0006,Toys,East,66,65,55.29,0
2022-02-23,S005,P0007,Toys,North,101,61,54.69,0
2022-02-23,S005,P0008,Furniture,East,293,144,143.97,1
2022-02-23,S005,P0009,Furniture,West,433,63,66.25,1
2022-02-23,S005,P0010,Groceries,North,314,182,196.58,0
2022-02-23,S005,P0011,Furniture,South,137,132,125.77,1
2022-02-23,S005,P0012,Electronics,South,273,83,93.39,1
2022-02-23,S005,P0013,Toys,South,459,297,289.09,1
2022-02-23,S005,P0014,Clothing,West,157,1,0.58,1
2022-02-23,S005,P0015,Electronics,West,273,247,259.59,1
2022-02-23,S005,P0016,Electronics,North,305,237,240.41,0
2022-02-23,S005,P0017,Furniture,West,349,272,275.9,0
2022-02-23,S005,P0018,Electronics,East,464,343,356.44,0
2022-02-23,S005,P0019,Toys,West,167,31,22.02,1
2022-02-23,S005,P0020,Furniture,North,187,118,124.41,0
2022-02-24,S001,P0001,Toys,East,277,177,169.54,1
